date_time,car_count,avg_speed,delay_time,free_speed,whether,park,overflow,person,label
11.01.2020 10:15:00,18,14.02070081,0.701803833,45.75183537,2,0,0,9,3
11.01.2020 10:20:00,21,27.16426611,0.427489177,45.75183537,2,0,0,0.01,2
11.01.2020 10:25:00,32,17.9581522,0.628416347,45.75183537,2,0,0,8,3
11.01.2020 10:30:00,26,19.70196269,0.635172414,45.75183537,2,0,0,2,3
11.01.2020 10:35:00,23,18.60760044,0.589540658,45.75183537,2,0,0,9,3
11.01.2020 10:40:00,13,30.46320161,0.354878049,45.75183537,2,0,0,5,1
11.01.2020 10:45:00,22,15.35661898,0.686717428,45.75183537,2,0,0,6,3
11.01.2020 10:50:00,22,15.05723026,0.674661747,45.75183537,2,0,0,3,3
11.01.2020 10:55:00,17,22.04166276,0.550170068,45.75183537,2,0,0,4,2
11.01.2020 11:00:00,15,39.17647059,0.135620915,45.75183537,2,0,0,6,1
11.01.2020 11:05:00,23,27.31687696,0.539427861,45.75183537,2,0,0,4,2
11.01.2020 11:10:00,28,32.823866,0.376914016,45.75183537,2,0,0,5,1
11.01.2020 11:15:00,14,19.13198758,0.602852853,45.75183537,2,0,0,1,3
11.01.2020 11:20:00,13,33.86440678,0.252824859,45.75183537,2,0,0,1,1
11.01.2020 11:25:00,20,15.8541496,0.673053152,45.75183537,2,0,0,2,3
11.01.2020 11:30:00,20,16.01465878,0.684743743,45.75183537,2,0,0,6,3
11.01.2020 11:35:00,16,28.04580544,0.406285073,45.75183537,2,0,0,11,1
11.01.2020 11:40:00,15,26.02639276,0.596306471,45.75183537,2,0,0,9,2
11.01.2020 11:45:00,21,19.80204463,0.588006231,45.75183537,2,0,0,9,3
11.01.2020 11:50:00,22,24.84748291,0.56104789,45.75183537,2,0,0,5,2
11.01.2020 11:55:00,12,29.9951005,0.631101813,45.75183537,2,0,0,6,1
11.01.2020 12:00:00,12,14.50355147,0.688236681,45.75183537,2,0,0,9,3
11.01.2020 12:05:00,24,24.08555098,0.491541715,45.75183537,2,0,0,17,2
11.01.2020 12:10:00,19,12.25766871,0.729550102,45.75183537,2,0,0,16,3
11.01.2020 12:15:00,18,19.9350002,0.606983655,45.75183537,2,0,0,6,3
11.01.2020 12:20:00,21,13.33486493,0.7125,45.75183537,2,0,0,7,3
11.01.2020 12:25:00,16,22.13206854,0.512891344,45.75183537,2,0,0,6,2
11.01.2020 12:30:00,17,18.47990446,0.645442359,45.75183537,2,0,0,8,3
11.01.2020 12:35:00,22,31.82304786,0.379107981,45.75183537,2,0,0,6,1
11.01.2020 12:40:00,14,21.57187221,0.601416516,45.75183537,2,0,0,0.01,2
11.01.2020 12:45:00,12,23.50588235,0.481372549,45.75183537,2,0,0,7,2
11.01.2020 12:50:00,15,14.66406483,0.712624946,45.75183537,2,0,0,0.01,3
11.01.2020 12:55:00,15,31.06089993,0.387731481,45.75183537,2,0,0,3,1
11.01.2020 13:00:00,13,35.93750976,0.288978495,45.75183537,2,0,0,4,1
11.01.2020 13:05:00,19,21.27387057,0.551694915,45.75183537,2,0,0,2,2
11.01.2020 13:10:00,21,28.89964286,0.600151172,45.75183537,2,0,0,2,1
11.01.2020 13:15:00,18,37.89234964,0.332070707,45.75183537,2,0,0,3,1
11.01.2020 13:20:00,32,19.69751016,0.578438069,45.75183537,2,0,0,6,3
11.01.2020 13:25:00,17,27.84372821,0.41611479,45.75183537,2,0,0,0.01,2
11.01.2020 13:30:00,13,21.89909639,0.651973684,45.75183537,2,0,0,2,2
11.01.2020 13:35:00,22,26.56296359,0.548120729,45.75183537,2,0,0,2,2
11.01.2020 13:40:00,15,30.20619381,0.519090909,45.75183537,2,0,0,6,1
11.01.2020 13:45:00,25,27.37904468,0.439618644,45.75183537,2,0,0,7,2
11.01.2020 13:50:00,18,12.52972399,0.723615465,45.75183537,2,0,0,3,3
11.01.2020 13:55:00,13,0,0,45.75183537,2,0,0,5,4
11.01.2020 14:00:00,22,0,0,45.75183537,2,0,0,5,4
11.01.2020 14:05:00,20,0,0,45.75183537,2,0,0,5,4
11.01.2020 14:10:00,22,0,0,45.75183537,2,0,0,1,4
11.01.2020 14:15:00,25,0,0,45.75183537,2,0,0,5,4
11.01.2020 14:20:00,28,20.61765957,0.545532646,45.75183537,2,0,0,2,2
11.01.2020 14:25:00,25,15.53942256,0.6710199,45.75183537,2,0,0,2,3
11.01.2020 14:30:00,20,29.53342803,0.41611479,45.75183537,2,0,0,2,1
11.01.2020 14:35:00,21,13.70588265,0.707780934,45.75183537,2,0,0,5,3
11.01.2020 14:40:00,18,27.73846398,0.436034115,45.75183537,2,0,0,3,2
11.01.2020 14:45:00,17,17.85742169,0.649436713,45.75183537,2,0,0,1,3
11.01.2020 14:50:00,15,15.79471316,0.651515152,45.75183537,2,0,0,4,3
11.01.2020 14:55:00,22,40.95496093,0.271349862,45.75183537,2,0,0,4,1
11.01.2020 15:00:00,13,21.84193548,0.518214936,45.75183537,2,0,0,1,2
11.01.2020 15:05:00,24,33.84970847,0.376473362,45.75183537,2,0,0,3,1
11.01.2020 15:10:00,26,29.54413455,0.520833333,45.75183537,2,0,0,5,1
11.01.2020 15:15:00,21,16.35789474,0.685119048,45.75183537,2,0,0,3,3
11.01.2020 15:20:00,22,25.07769627,0.47786238,45.75183537,2,0,0,3,2
11.01.2020 15:25:00,13,26.56566942,0.567810458,45.75183537,2,0,0,2,2
11.01.2020 15:30:00,15,15.73325893,0.652887139,45.75183537,2,0,0,2,3
11.01.2020 15:35:00,26,27.11522704,0.445492662,45.75183537,2,0,0,8,2
11.01.2020 15:40:00,23,17.94245386,0.629551821,45.75183537,2,0,0,5,3
11.01.2020 15:45:00,19,15.85714286,0.650132275,45.75183537,2,0,0,3,3
11.01.2020 15:50:00,13,13.77996575,0.695977011,45.75183537,2,0,0,4,3
11.01.2020 15:55:00,21,0,0,45.75183537,2,0,0,0.01,4
11.01.2020 16:00:00,18,16.7263671,0.640625,45.75183537,2,0,0,5,3
11.01.2020 16:05:00,13,24.975,0.448958333,45.75183537,2,0,0,9,2
11.01.2020 16:10:00,15,18.01706179,0.602852853,45.75183537,2,0,0,5,3
11.01.2020 16:15:00,23,11.67712554,0.742954325,45.75183537,2,0,0,5,4
11.01.2020 16:20:00,20,19.41146341,0.637919233,45.75183537,2,0,0,2,3
11.01.2020 16:25:00,31,16.04391163,0.655149935,45.75183537,2,0,0,6,3
11.01.2020 16:30:00,27,22.76752624,0.638930256,45.75183537,2,0,0,5,2
11.01.2020 16:35:00,19,19.9247409,0.581487342,45.75183537,2,0,0,5,3
11.01.2020 16:40:00,23,28.37716672,0.563531353,45.75183537,2,0,0,6,1
11.01.2020 16:45:00,18,33.01704806,0.273351648,45.75183537,2,0,0,4,1
11.01.2020 16:50:00,19,31.39458702,0.334591195,45.75183537,2,0,0,10,1
11.01.2020 16:55:00,17,19.5665798,0.570965126,45.75183537,2,0,0,6,3
11.01.2020 17:00:00,39,16.67266282,0.63365651,45.75183537,2,0,0,8,3
11.01.2020 17:05:00,17,13.80882362,0.695677186,45.75183537,2,0,0,6,3
11.01.2020 17:10:00,22,26.74699023,0.631871955,45.75183537,2,0,0,5,2
11.01.2020 17:15:00,28,36.52718053,0.49905303,45.75183537,2,0,0,2,1
11.01.2020 17:20:00,32,26.34276505,0.593701997,45.75183537,2,0,0,6,2
11.01.2020 17:25:00,21,38.5109011,0.168238994,45.75183537,2,0,0,11,1
11.01.2020 17:30:00,17,18.74959525,0.58671875,45.75183537,2,0,0,16,3
11.01.2020 17:35:00,18,16.37031056,0.639083821,45.75183537,2,0,0,10,3
11.01.2020 17:40:00,20,17.68493998,0.625354108,45.75183537,2,0,0,12,3
11.01.2020 17:45:00,21,11.32952573,0.750471698,45.75183537,2,0,0,8,4
11.01.2020 17:50:00,20,10.74337474,0.762992832,45.75183537,2,0,0,6,4
11.01.2020 17:55:00,28,11.92836863,0.739537174,45.75183537,2,0,0,11,4
11.01.2020 18:00:00,17,14.10989173,0.692799071,45.75183537,2,0,0,6,3
11.01.2020 18:05:00,16,12.18292683,0.731199187,45.75183537,2,0,0,10,3
11.01.2020 18:10:00,30,12.97269838,0.714115867,45.75183537,2,0,0,11,3
11.01.2020 18:15:00,21,14.48606583,0.681708785,45.75183537,2,0,0,11,3
11.01.2020 18:20:00,19,15.11092389,0.666666667,45.75183537,2,0,0,6,3
11.01.2020 18:25:00,13,5.444141689,0.879881926,45.75183537,2,0,0,6,4
11.01.2020 18:30:00,21,19.01831897,0.584119497,45.75183537,2,0,0,9,3
11.01.2020 18:35:00,16,17.85396242,0.607566766,45.75183537,2,0,0,7,3
11.01.2020 18:40:00,15,20.75948273,0.546467764,45.75183537,2,0,0,13,2
11.01.2020 18:45:00,17,20.96004138,0.538877266,45.75183537,2,0,0,4,2
11.01.2020 18:50:00,21,20.61865482,0.550170068,45.75183537,2,0,0,8,2
11.01.2020 18:55:00,19,0,0,45.75183537,2,0,0,14,4
11.01.2020 19:00:00,11,15.60921927,0.660025707,45.75183537,2,0,0,17,3
11.01.2020 19:05:00,25,12.53675253,0.724047992,45.75183537,2,0,0,0.01,3
11.01.2020 19:10:00,29,27.12307969,0.639972777,45.75183537,2,0,0,2,2
11.01.2020 19:15:00,15,38.64084271,0.156299841,45.75183537,2,0,0,3,1
11.01.2020 19:20:00,13,37.18954918,0.191131498,45.75183537,2,0,0,3,1
11.01.2020 19:25:00,19,19.58823529,0.567810458,45.75183537,2,0,0,5,3
11.01.2020 19:30:00,18,17.69642451,0.612818904,45.75183537,2,0,0,7,3
11.01.2020 19:35:00,22,14.01115936,0.691004673,45.75183537,2,0,0,10,3
11.01.2020 19:40:00,23,11.35227273,0.749526515,45.75183537,2,0,0,3,4
11.01.2020 19:45:00,29,37.67319356,0.186654367,45.75183537,2,0,0,4,1
11.01.2020 19:50:00,15,25.04939185,0.562448304,45.75183537,2,0,0,2,2
11.01.2020 19:55:00,25,21.06983567,0.541753292,45.75183537,2,0,0,2,2
11.01.2020 20:00:00,23,14.64253936,0.679160602,45.75183537,2,0,0,3,3
11.01.2020 20:05:00,16,11.51594578,0.745917387,45.75183537,2,0,0,5,4
11.01.2020 20:10:00,17,31.42259914,0.489382239,45.75183537,2,0,0,6,1
11.01.2020 20:15:00,32,26.00193599,0.43482906,45.75183537,2,0,0,1,2
11.01.2020 20:20:00,22,17.94851756,0.604633782,45.75183537,2,0,0,7,3
11.01.2020 20:25:00,15,14.6532882,0.677045177,45.75183537,2,0,0,5,3
11.01.2020 20:30:00,21,12.37466501,0.729134665,45.75183537,2,0,0,6,3
11.01.2020 20:35:00,20,48.04394274,0,45.75183537,2,0,0,7,1
11.01.2020 20:40:00,20,33.11803279,0.269337017,45.75183537,2,0,0,1,1
11.01.2020 20:45:00,13,24.63638393,0.725337487,45.75183537,2,0,0,3,2
11.01.2020 20:50:00,11,21.95869565,0.515567766,45.75183537,2,0,0,2,2
11.01.2020 20:55:00,15,18.76428571,0.586071987,45.75183537,2,0,0,0.01,3
11.01.2020 21:00:00,19,15.80063766,0.651515152,45.75183537,2,0,0,2,3
11.01.2020 21:05:00,24,14.52564674,0.68361244,45.75183537,2,0,0,1,3
11.01.2020 21:10:00,15,12.68064305,0.720549392,45.75183537,2,0,0,3,3
11.01.2020 21:15:00,17,11.38544711,0.748812915,45.75183537,2,0,0,3,4
11.01.2020 21:20:00,22,36.95939862,0.321794872,45.75183537,2,0,0,3,1
11.01.2020 21:25:00,24,35.19761029,0.233333333,45.75183537,2,0,0,3,1
11.01.2020 21:30:00,29,27.3449957,0.41091314,45.75183537,2,0,0,0.01,2
11.01.2020 21:35:00,10,21.67041041,0.523423423,45.75183537,2,0,0,4,2
11.01.2020 21:40:00,21,21.19210451,0.541991342,45.75183537,2,0,0,3,2
11.01.2020 21:45:00,17,16.12616271,0.645442359,45.75183537,2,0,0,4,3
11.01.2020 21:50:00,20,15.21061263,0.667922159,45.75183537,2,0,0,3,3
11.01.2020 21:55:00,24,19.05856688,0.682472989,45.75183537,2,0,0,2,3
11.01.2020 22:00:00,16,52.26843814,0,45.75183537,2,0,0,3,1
11.01.2020 22:05:00,15,0,0,45.75183537,2,0,0,3,4
11.01.2020 22:10:00,20,17.32220497,0.6710199,45.75183537,2,0,0,2,3
11.01.2020 22:15:00,19,26.74090909,0.445492662,45.75183537,2,0,0,0.01,2
11.01.2020 22:20:00,25,28.11038961,0.383449883,45.75183537,2,0,0,0.01,1
11.01.2020 22:25:00,10,14.76154513,0.717866667,45.75183537,2,0,0,2,3
11.01.2020 22:30:00,15,26.51720808,0.573387097,45.75183537,2,0,0,2,2
11.01.2020 22:35:00,20,31.30989677,0.370238095,45.75183537,2,0,0,3,1
11.01.2020 22:40:00,18,18.30929941,0.653432914,45.75183537,2,0,0,1,3
11.01.2020 22:45:00,17,19.37369748,0.609190307,45.75183537,2,0,0,4,3
11.01.2020 22:50:00,20,31.41069876,0.479623384,45.75183537,2,0,0,1,1
11.01.2020 22:55:00,6,0,0,45.75183537,2,0,0,1,4
11.01.2020 23:00:00,16,12.86313686,0.716201717,45.75183537,2,0,0,1,3
11.01.2020 23:05:00,16,14.5822276,0.688457008,45.75183537,2,0,0,1,3
11.01.2020 23:10:00,18,13.12302333,0.720401691,45.75183537,2,0,0,0.01,3
11.01.2020 23:15:00,17,21.70846959,0.541753292,45.75183537,2,0,0,3,2
11.01.2020 23:20:00,12,18.80435075,0.604041916,45.75183537,2,0,0,4,3
11.01.2020 23:25:00,9,20.12210704,0.768388792,45.75183537,2,0,0,0.01,2
11.01.2020 23:30:00,11,14.84138326,0.673939842,45.75183537,2,0,0,1,3
11.01.2020 23:35:00,7,13.97202797,0.691724942,45.75183537,2,0,0,4,3
11.01.2020 23:40:00,8,0,0,45.75183537,2,0,3,0.01,4
11.01.2020 23:45:00,8,24.55555404,0.595565749,45.75183537,2,0,0,0.01,2
11.01.2020 23:50:00,9,9.99,0.779583333,45.75183537,2,0,0,3,4
11.01.2020 23:55:00,7,22.2,0.510185185,45.75183537,2,0,0,1,2
11.02.2020 00:00:00,13,13.78193235,0.693390805,46.52551553,2,0,0,0.01,3
11.02.2020 00:05:00,21,22.70454545,0.494791667,46.52551553,2,0,0,0.01,2
11.02.2020 00:10:00,12,26.18629638,0.455612245,46.52551553,20,1,1,0.01,2
11.02.2020 00:15:00,9,32.75409836,0.271174863,46.52551553,2,0,0,0.01,1
11.02.2020 00:20:00,7,0,0,46.52551553,2,0,0,0.01,4
11.02.2020 00:25:00,8,27.1367726,0.561266447,46.52551553,2,0,0,2,2
11.02.2020 00:30:00,3,23.50588235,0.476960784,46.52551553,2,0,0,0.01,2
11.02.2020 00:35:00,4,0,0,46.52551553,2,0,0,2,4
11.02.2020 00:40:00,10,19.63672103,0.563063063,46.52551553,2,0,0,0.01,3
11.02.2020 00:45:00,14,30.75006884,0.363972341,46.52551553,2,0,0,0.01,1
11.02.2020 00:50:00,6,27.46112557,0.473865878,46.52551553,2,0,0,0.01,2
11.02.2020 00:55:00,9,30.73846154,0.316025641,46.52551553,2,0,0,0.01,1
11.02.2020 01:00:00,8,28.4541576,0.561266447,46.52551553,2,0,0,0.01,1
11.02.2020 01:05:00,5,51.23076923,0,46.52551553,2,0,0,1,1
11.02.2020 01:10:00,6,26.81433008,0.632575758,46.52551553,2,0,0,0.01,2
11.02.2020 01:15:00,7,14.98529807,0.816287879,46.52551553,2,0,0,0.01,3
11.02.2020 01:20:00,5,0,0,46.52551553,2,0,0,0.01,4
11.02.2020 01:25:00,4,26.77570533,0.480019493,46.52551553,2,0,0,0.01,2
11.02.2020 01:30:00,4,21.02131223,0.576587302,46.52551553,2,0,0,0.01,2
11.02.2020 01:35:00,2,0,0,46.52551553,2,0,0,0.01,4
11.02.2020 01:40:00,2,24.36585366,0.457825203,46.52551553,2,0,0,0.01,2
11.02.2020 01:45:00,5,0,0,46.52551553,2,0,0,0.01,4
11.02.2020 01:50:00,3,6.508143322,0.855184582,46.52551553,2,0,0,0.01,4
11.02.2020 01:55:00,5,19.81325479,0.559818482,46.52551553,2,0,0,0.01,3
11.02.2020 02:00:00,5,0,0,46.52551553,2,0,0,0.01,4
11.02.2020 02:05:00,6,28.95652174,0.355676329,46.52551553,2,0,0,0.01,1
11.02.2020 02:10:00,2,0,0,46.52551553,2,0,0,0.01,4
11.02.2020 02:15:00,5,58.76470588,0,46.52551553,2,0,0,0.01,1
11.02.2020 02:20:00,3,20.3877551,0.546343537,46.52551553,2,0,0,0.01,2
11.02.2020 02:25:00,4,20.3877551,0.546343537,46.52551553,2,0,0,0.01,2
11.02.2020 02:30:00,8,19.49685834,0.566260163,46.52551553,2,0,0,0.01,3
11.02.2020 02:35:00,5,25.36819333,0.453381148,46.52551553,2,0,0,0.01,2
11.02.2020 02:40:00,4,31.21875,0.305338542,46.52551553,2,0,0,0.01,1
11.02.2020 02:45:00,5,38.45788043,0.476960784,46.52551553,2,0,0,0.01,1
11.02.2020 02:50:00,3,0,0,46.52551553,2,0,0,0.01,4
11.02.2020 02:55:00,3,0,0,46.52551553,2,0,0,0.01,4
11.02.2020 03:00:00,6,26.08333333,0.587074303,46.52551553,2,0,0,0.01,2
11.02.2020 03:05:00,4,20.08496666,0.55318258,46.52551553,2,0,0,0.01,2
11.02.2020 03:10:00,1,17.83928571,0.603050595,46.52551553,2,0,0,0.01,3
